,Team,Off_Rating,Def_Rating,Year,NBA Champion,Normalized_Off_Rating,Normalized_Def_Rating,Contender,Team,Off_Rating,Def_Rating,Year,Normalized_Off_Rating,Normalized_Def_Rating,Contender at Christmas
161,New Jersey Nets,98.4,103.8,2001,False,0.2252252252252253,0.2500000000000003,False,New Jersey Nets,96.9,95.6,2003.0,0.11038961038961063,0.707006369426752,False
162,New York Knicks,100.0,97.0,2001,False,0.369369369369369,0.9583333333333328,False,New Orleans Hornets,100.3,99.4,2003.0,0.331168831168831,0.4649681528662418,False
163,Orlando Magic,102.1,101.1,2001,False,0.5585585585585578,0.5312500000000004,False,New York Knicks,95.2,100.2,2003.0,0.0,0.4140127388535031,False
164,Philadelphia 76ers,101.9,97.3,2001,False,0.5405405405405408,0.9270833333333331,True,Orlando Magic,99.7,105.1,2003.0,0.29220779220779236,0.10191082802547824,False
165,Phoenix Suns,98.9,96.7,2001,False,0.2702702702702704,0.9895833333333324,False,Philadelphia 76ers,98.6,98.8,2003.0,0.22077922077922035,0.5031847133757965,False
166,Portland Trail Blazers,104.7,100.5,2001,False,0.7927927927927929,0.5937499999999998,True,Phoenix Suns,99.4,103.5,2003.0,0.27272727272727304,0.2038216560509556,False
167,Sacramento Kings,104.2,98.5,2001,False,0.7477477477477479,0.8020833333333329,True,Portland Trail Blazers,103.3,106.7,2003.0,0.5259740259740259,0.0,False
168,San Antonio Spurs,105.0,96.6,2001,False,0.8198198198198198,1.0,True,Sacramento Kings,110.6,101.8,2003.0,1.0,0.31210191082802574,False
169,Seattle SuperSonics,104.4,104.2,2001,False,0.7657657657657662,0.2083333333333331,False,San Antonio Spurs,98.8,91.0,2003.0,0.23376623376623354,1.0,False
170,Toronto Raptors,104.4,102.0,2001,False,0.7657657657657662,0.4374999999999999,False,Seattle SuperSonics,103.2,103.6,2003.0,0.5194805194805198,0.19745222929936357,False
171,Utah Jazz,106.1,100.9,2001,False,0.9189189189189184,0.5520833333333326,True,Toronto Raptors,95.5,99.3,2003.0,0.019480519480519307,0.4713375796178346,False
172,Vancouver Grizzlies,98.2,104.2,2001,False,0.207207207207207,0.2083333333333331,False,Utah Jazz,102.4,101.6,2003.0,0.46753246753246797,0.3248407643312107,False
173,Washington Wizards,99.4,106.2,2001,False,0.3153153153153155,0.0,False,Washington Wizards,95.3,100.1,2003.0,0.006493506493506128,0.420382165605096,False
174,Atlanta Hawks,100.4,104.8,2002,False,0.2773722627737234,0.2555555555555552,False,Atlanta Hawks,94.9,105.7,2004.0,0.05472636815920438,0.09774436090225547,False
175,Boston Celtics,102.1,99.9,2002,False,0.4014598540145984,0.7999999999999987,False,Boston Celtics,105.2,103.0,2004.0,0.5671641791044777,0.3007518796992482,False
176,Charlotte Hornets,102.9,101.8,2002,False,0.4598540145985408,0.5888888888888886,False,Charlotte Bobcats,98.9,103.9,2004.0,0.25373134328358243,0.2330827067669169,False
177,Chicago Bulls,97.2,106.2,2002,False,0.0437956204379568,0.099999999999999,False,Chicago Bulls,96.3,99.9,2004.0,0.12437810945273627,0.5338345864661651,False
178,Cleveland Cavaliers,103.4,107.0,2002,False,0.4963503649635044,0.0111111111111105,False,Cleveland Cavaliers,104.8,101.8,2004.0,0.5472636815920395,0.39097744360902287,False
179,Dallas Mavericks,110.3,106.0,2002,False,1.0,0.1222222222222215,False,Dallas Mavericks,104.1,99.7,2004.0,0.5124378109452733,0.5488721804511277,False
180,Denver Nuggets,100.3,106.6,2002,False,0.2700729927007301,0.0555555555555555,False,Denver Nuggets,100.3,102.5,2004.0,0.3233830845771143,0.33834586466165417,False
181,Detroit Pistons,103.2,100.9,2002,False,0.4817518248175187,0.6888888888888876,False,Detroit Pistons,98.8,98.6,2004.0,0.24875621890547253,0.6315789473684217,False
182,Golden State Warriors,101.5,107.1,2002,False,0.3576642335766427,0.0,False,Golden State Warriors,97.5,102.9,2004.0,0.1840796019900498,0.3082706766917289,False
183,Houston Rockets,101.6,106.9,2002,False,0.364963503649635,0.0222222222222209,False,Houston Rockets,98.1,98.8,2004.0,0.21393034825870624,0.616541353383459,False
184,Indiana Pacers,102.8,102.4,2002,False,0.4525547445255475,0.522222222222221,False,Indiana Pacers,101.2,103.4,2004.0,0.3681592039800996,0.27067669172932296,False
185,Los Angeles Clippers,104.3,104.7,2002,False,0.562043795620438,0.2666666666666657,False,Los Angeles Clippers,104.5,102.6,2004.0,0.5323383084577114,0.33082706766917347,False
186,Los Angeles Lakers,108.0,100.4,2002,True,0.8321167883211681,0.7444444444444431,True,Los Angeles Lakers,105.9,105.7,2004.0,0.6019900497512439,0.09774436090225547,False
187,Memphis Grizzlies,96.6,104.7,2002,False,0.0,0.2666666666666657,False,Memphis Grizzlies,101.6,102.1,2004.0,0.388059701492537,0.3684210526315794,False
188,Miami Heat,97.3,99.0,2002,False,0.0510948905109491,0.8999999999999994,False,Miami Heat,107.6,102.8,2004.0,0.686567164179104,0.31578947368421084,False
189,Milwaukee Bucks,105.3,105.6,2002,False,0.6350364963503651,0.1666666666666666,False,Milwaukee Bucks,101.9,105.5,2004.0,0.40298507462686595,0.1127819548872181,False
190,Minnesota Timberwolves,107.5,104.1,2002,False,0.7956204379562046,0.3333333333333333,False,Minnesota Timberwolves,108.1,103.9,2004.0,0.7114427860696513,0.2330827067669169,False
191,New Jersey Nets,102.4,98.1,2002,False,0.4233576642335774,1.0,False,New Jersey Nets,95.4,101.9,2004.0,0.07960199004975163,0.38345864661654105,False
192,New York Knicks,100.4,104.6,2002,False,0.2773722627737234,0.2777777777777778,False,New Orleans Hornets,93.8,103.7,2004.0,0.0,0.24812030075187952,False
193,Orlando Magic,105.6,104.1,2002,False,0.6569343065693429,0.3333333333333333,False,New York Knicks,102.6,104.7,2004.0,0.4378109452736315,0.1729323308270675,False
194,Philadelphia 76ers,100.5,98.7,2002,False,0.2846715328467157,0.9333333333333323,False,Orlando Magic,104.4,103.3,2004.0,0.5273631840796021,0.2781954887218048,False
195,Phoenix Suns,101.8,102.6,2002,False,0.3795620437956206,0.5,False,Philadelphia 76ers,100.5,102.8,2004.0,0.3333333333333333,0.31578947368421084,False
196,Portland Trail Blazers,105.9,102.6,2002,False,0.6788321167883219,0.5,False,Phoenix Suns,113.9,102.2,2004.0,1.0,0.3609022556390976,False
197,Sacramento Kings,107.9,99.7,2002,False,0.8248175182481758,0.8222222222222213,True,Portland Trail Blazers,100.1,100.5,2004.0,0.31343283582089526,0.48872180451127833,False
198,San Antonio Spurs,105.4,98.5,2002,False,0.6423357664233583,0.9555555555555548,True,Sacramento Kings,107.6,104.1,2004.0,0.686567164179104,0.21804511278195537,False
199,Seattle SuperSonics,107.3,104.1,2002,False,0.781021897810219,0.3333333333333333,False,San Antonio Spurs,105.1,93.7,2004.0,0.5621890547263678,1.0,True
200,Toronto Raptors,101.1,101.7,2002,False,0.3284671532846714,0.599999999999999,False,Seattle SuperSonics,111.1,104.2,2004.0,0.8606965174129348,0.21052631578947356,False
201,Utah Jazz,103.8,102.9,2002,False,0.5255474452554746,0.4666666666666654,False,Toronto Raptors,103.0,105.1,2004.0,0.4577114427860696,0.14285714285714335,False
202,Washington Wizards,102.9,104.5,2002,False,0.4598540145985408,0.2888888888888883,False,Utah Jazz,104.9,107.0,2004.0,0.5522388059701494,0.0,False
203,Atlanta Hawks,100.4,104.2,2003,False,0.5082872928176799,0.3153153153153151,False,Washington Wizards,103.8,102.5,2004.0,0.49751243781094506,0.33834586466165417,False
204,Boston Celtics,100.0,100.5,2003,False,0.4861878453038674,0.6486486486486485,False,Atlanta Hawks,101.5,108.5,2005.0,0.25196850393700804,0.30434782608695676,False
205,Chicago Bulls,99.1,104.2,2003,False,0.4364640883977897,0.3153153153153151,False,Boston Celtics,102.4,104.9,2005.0,0.32283464566929193,0.527950310559006,False
206,Cleveland Cavaliers,95.2,105.1,2003,False,0.2209944751381216,0.2342342342342348,False,Charlotte Bobcats,99.8,102.6,2005.0,0.11811023622047241,0.6708074534161494,False
207,Dallas Mavericks,109.3,101.0,2003,False,1.0,0.6036036036036034,True,Chicago Bulls,102.1,104.5,2005.0,0.29921259842519654,0.5527950310559007,False
208,Denver Nuggets,91.2,100.1,2003,False,0.0,0.6846846846846849,False,Cleveland Cavaliers,110.4,105.4,2005.0,0.9527559055118114,0.4968944099378879,True
209,Detroit Pistons,102.4,98.2,2003,False,0.6187845303867406,0.8558558558558552,True,Dallas Mavericks,107.7,103.3,2005.0,0.7401574803149609,0.627329192546584,True
210,Golden State Warriors,106.4,107.7,2003,False,0.8397790055248623,0.0,False,Denver Nuggets,101.6,100.3,2005.0,0.2598425196850391,0.813664596273292,False
211,Houston Rockets,102.4,100.9,2003,False,0.6187845303867406,0.6126126126126119,False,Detroit Pistons,111.0,101.7,2005.0,1.0,0.7267080745341613,True
212,Indiana Pacers,103.2,99.6,2003,False,0.6629834254143648,0.7297297297297299,True,Golden State Warriors,103.6,103.4,2005.0,0.417322834645669,0.6211180124223599,False
213,Los Angeles Clippers,101.1,105.1,2003,False,0.5469613259668505,0.2342342342342348,False,Houston Rockets,99.6,102.0,2005.0,0.1023622047244092,0.7080745341614907,False
214,Los Angeles Lakers,105.6,103.4,2003,False,0.7955801104972373,0.3873873873873869,False,Indiana Pacers,102.7,97.3,2005.0,0.3464566929133862,1.0,False
215,Memphis Grizzlies,102.3,105.9,2003,False,0.6132596685082872,0.1621621621621617,False,Los Angeles Clippers,101.9,100.7,2005.0,0.28346456692913446,0.7888198757763973,False
216,Miami Heat,95.4,101.2,2003,False,0.2320441988950278,0.5855855855855852,False,Los Angeles Lakers,104.1,101.5,2005.0,0.45669291338582646,0.7391304347826086,False
217,Milwaukee Bucks,107.2,106.9,2003,False,0.8839779005524865,0.0720720720720717,False,Memphis Grizzlies,102.4,97.5,2005.0,0.32283464566929193,0.9875776397515527,False
218,Minnesota Timberwolves,104.8,102.5,2003,False,0.7513812154696132,0.4684684684684683,False,Miami Heat,104.8,101.6,2005.0,0.5118110236220471,0.7329192546583854,False
219,New Jersey Nets,102.1,96.6,2003,False,0.6022099447513809,1.0,True,Milwaukee Bucks,104.8,105.8,2005.0,0.5118110236220471,0.472049689440994,False
220,New Orleans Hornets,102.4,100.0,2003,False,0.6187845303867406,0.6936936936936935,True,Minnesota Timberwolves,104.1,100.1,2005.0,0.45669291338582646,0.8260869565217395,False
221,New York Knicks,103.3,104.6,2003,False,0.6685082872928175,0.2792792792792798,False,New Jersey Nets,103.4,102.6,2005.0,0.40157480314960686,0.6708074534161494,False
222,Orlando Magic,103.7,103.7,2003,False,0.6906077348066301,0.3603603603603601,False,New Orleans/Oklahoma City Hornets,99.7,102.6,2005.0,0.11023622047244137,0.6708074534161494,False
223,Philadelphia 76ers,103.2,100.6,2003,False,0.6629834254143648,0.63963963963964,True,New York Knicks,100.1,104.8,2005.0,0.14173228346456668,0.53416149068323,False
224,Phoenix Suns,102.6,101.3,2003,False,0.6298342541436461,0.5765765765765767,False,Orlando Magic,98.5,103.9,2005.0,0.015748031496063214,0.5900621118012419,False
225,Portland Trail Blazers,104.2,101.5,2003,False,0.7182320441988953,0.5585585585585584,False,Philadelphia 76ers,107.9,106.4,2005.0,0.7559055118110242,0.434782608695652,False
226,Sacramento Kings,104.4,97.8,2003,False,0.7292817679558015,0.8918918918918917,True,Phoenix Suns,105.4,98.9,2005.0,0.5590551181102368,0.9006211180124218,True
227,San Antonio Spurs,103.9,98.1,2003,True,0.7016574585635363,0.8648648648648649,True,Portland Trail Blazers,98.7,108.3,2005.0,0.03149606299212643,0.3167701863354041,False
228,Seattle SuperSonics,102.4,102.6,2003,False,0.6187845303867406,0.4594594594594599,False,Sacramento Kings,105.5,105.7,2005.0,0.5669291338582678,0.4782608695652173,False
229,Toronto Raptors,99.3,105.6,2003,False,0.4475138121546959,0.1891891891891898,False,San Antonio Spurs,104.4,98.4,2005.0,0.48031496062992185,0.9316770186335399,False
230,Utah Jazz,103.7,101.1,2003,False,0.6906077348066301,0.594594594594595,True,Seattle SuperSonics,108.7,113.4,2005.0,0.8188976377952758,0.0,False
231,Washington Wizards,101.5,102.6,2003,False,0.569060773480663,0.4594594594594599,False,Toronto Raptors,101.6,109.2,2005.0,0.2598425196850391,0.26086956521739135,False
232,Atlanta Hawks,99.1,103.9,2004,False,0.2516556291390725,0.3121019108280248,False,Utah Jazz,98.3,102.0,2005.0,0.0,0.7080745341614907,False
233,Boston Celtics,100.7,102.2,2004,False,0.3576158940397352,0.4203821656050951,False,Washington Wizards,105.1,104.9,2005.0,0.5354330708661413,0.527950310559006,False
234,Chicago Bulls,95.6,102.1,2004,False,0.0198675496688739,0.426751592356688,False,Atlanta Hawks,101.8,105.9,2006.0,0.35333333333333317,0.33050847457627053,False
235,Cleveland Cavaliers,100.6,103.1,2004,False,0.3509933774834433,0.3630573248407645,False,Boston Celtics,105.5,105.6,2006.0,0.6,0.3559322033898308,False
236,Dallas Mavericks,110.4,105.9,2004,False,1.0,0.1847133757961777,False,Charlotte Bobcats,96.5,104.1,2006.0,0.0,0.4830508474576275,False
237,Denver Nuggets,102.4,101.4,2004,False,0.470198675496689,0.4713375796178337,False,Chicago Bulls,105.2,99.9,2006.0,0.5800000000000002,0.8389830508474572,True
238,Detroit Pistons,100.3,93.9,2004,True,0.3311258278145693,0.9490445859872604,False,Cleveland Cavaliers,103.8,101.6,2006.0,0.48666666666666647,0.6949152542372885,False
239,Golden State Warriors,101.5,102.6,2004,False,0.4105960264900661,0.3949044585987262,False,Dallas Mavericks,108.2,102.3,2006.0,0.7800000000000001,0.6355932203389831,True
240,Houston Rockets,99.7,97.8,2004,False,0.2913907284768214,0.7006369426751591,False,Denver Nuggets,108.1,105.2,2006.0,0.773333333333333,0.3898305084745759,False
241,Indiana Pacers,102.5,96.2,2004,False,0.47682119205298,0.8025477707006364,False,Detroit Pistons,108.2,104.2,2006.0,0.7800000000000001,0.4745762711864403,False
242,Los Angeles Clippers,101.9,106.6,2004,False,0.4370860927152321,0.140127388535032,False,Golden State Warriors,107.1,107.3,2006.0,0.7066666666666663,0.21186440677966112,False
243,Los Angeles Lakers,104.2,100.1,2004,False,0.5894039735099338,0.5541401273885351,False,Houston Rockets,102.2,98.0,2006.0,0.38000000000000017,1.0,False
244,Memphis Grizzlies,103.4,100.8,2004,False,0.536423841059603,0.5095541401273884,False,Indiana Pacers,101.5,103.4,2006.0,0.3333333333333333,0.5423728813559316,False
245,Miami Heat,100.6,100.3,2004,False,0.3509933774834433,0.5414012738853502,False,Los Angeles Clippers,102.9,106.2,2006.0,0.426666666666667,0.3050847457627115,False
246,Milwaukee Bucks,104.6,103.5,2004,False,0.6158940397350988,0.3375796178343946,False,Los Angeles Lakers,107.5,104.6,2006.0,0.7333333333333333,0.4406779661016953,False
247,Minnesota Timberwolves,104.2,98.5,2004,False,0.5894039735099338,0.6560509554140124,False,Memphis Grizzlies,102.1,105.6,2006.0,0.37333333333333296,0.3559322033898308,False
248,New Jersey Nets,99.0,96.4,2004,False,0.2450331125827815,0.7898089171974516,False,Miami Heat,101.2,105.5,2006.0,0.3133333333333335,0.36440677966101676,False
249,New Orleans Hornets,100.7,100.6,2004,False,0.3576158940397352,0.5222929936305734,False,Milwaukee Bucks,108.8,109.8,2006.0,0.8199999999999998,0.0,False
250,New York Knicks,99.7,101.3,2004,False,0.2913907284768214,0.4777070063694266,False,Minnesota Timberwolves,101.2,102.3,2006.0,0.3133333333333335,0.6355932203389831,False
251,Orlando Magic,101.4,108.8,2004,False,0.4039735099337752,0.0,False,New Jersey Nets,103.7,104.9,2006.0,0.4800000000000002,0.41525423728813493,False
252,Philadelphia 76ers,97.8,100.4,2004,False,0.1655629139072846,0.5350318471337574,False,New Orleans/Oklahoma City Hornets,99.3,103.8,2006.0,0.18666666666666648,0.5084745762711866,False
253,Phoenix Suns,100.3,104.2,2004,False,0.3311258278145693,0.292993630573248,False,New York Knicks,103.3,106.3,2006.0,0.45333333333333314,0.2966101694915255,False
254,Portland Trail Blazers,102.1,103.5,2004,False,0.4503311258278141,0.3375796178343946,False,Orlando Magic,101.7,101.6,2006.0,0.34666666666666685,0.6949152542372885,False
255,Sacramento Kings,108.6,103.2,2004,False,0.8807947019867542,0.3566878980891715,False,Philadelphia 76ers,102.3,106.6,2006.0,0.3866666666666665,0.2711864406779664,False
256,San Antonio Spurs,101.0,93.1,2004,False,0.3774834437086092,1.0,False,Phoenix Suns,111.5,105.0,2006.0,1.0,0.40677966101694896,False
257,Seattle SuperSonics,105.6,106.4,2004,False,0.6821192052980126,0.1528662420382159,False,Portland Trail Blazers,104.3,108.5,2006.0,0.5199999999999998,0.11016949152542355,False
258,Toronto Raptors,95.3,98.8,2004,False,0.0,0.6369426751592355,False,Sacramento Kings,104.0,105.3,2006.0,0.5,0.3813559322033899,False
259,Utah Jazz,100.0,101.3,2004,False,0.3112582781456954,0.4777070063694266,False,San Antonio Spurs,109.6,99.3,2006.0,0.873333333333333,0.8898305084745765,True
260,Washington Wizards,97.2,102.9,2004,False,0.1258278145695367,0.3757961783439484,False,Seattle SuperSonics,106.0,106.9,2006.0,0.6333333333333333,0.24576271186440612,False
261,Atlanta Hawks,98.8,109.0,2005,False,0.0413793103448272,0.0508474576271181,False,Toronto Raptors,102.1,104.9,2006.0,0.37333333333333296,0.41525423728813493,False
262,Boston Celtics,105.9,105.1,2005,False,0.5310344827586209,0.3813559322033899,False,Utah Jazz,108.6,104.7,2006.0,0.8066666666666663,0.4322033898305081,False
263,Charlotte Bobcats,99.8,106.0,2005,False,0.1103448275862065,0.3050847457627115,False,Washington Wizards,110.7,109.3,2006.0,0.9466666666666669,0.0423728813559322,False
264,Chicago Bulls,100.5,99.1,2005,False,0.1586206896551722,0.8898305084745765,False,Atlanta Hawks,102.3,103.0,2007.0,0.34848484848484795,0.41025641025641035,False
265,Cleveland Cavaliers,105.3,104.7,2005,False,0.4896551724137927,0.4152542372881349,False,Boston Celtics,108.3,93.8,2007.0,0.8030303030303024,1.0,True
266,Dallas Mavericks,108.5,102.6,2005,False,0.7103448275862067,0.593220338983051,True,Charlotte Bobcats,101.0,106.6,2007.0,0.24999999999999972,0.17948717948718007,False
267,Denver Nuggets,104.7,102.6,2005,False,0.4482758620689655,0.593220338983051,False,Chicago Bulls,97.7,102.4,2007.0,0.0,0.44871794871794846,False
268,Detroit Pistons,103.9,99.6,2005,False,0.3931034482758622,0.8474576271186443,False,Cleveland Cavaliers,102.6,106.8,2007.0,0.3712121212121205,0.16666666666666707,False
269,Golden State Warriors,103.4,105.5,2005,False,0.3586206896551726,0.3474576271186437,False,Dallas Mavericks,110.9,106.6,2007.0,1.0,0.17948717948718007,False
270,Houston Rockets,104.4,100.1,2005,False,0.4275862068965519,0.805084745762712,False,Denver Nuggets,104.2,101.0,2007.0,0.4924242424242423,0.5384615384615385,False
271,Indiana Pacers,103.7,102.7,2005,False,0.3793103448275862,0.5847457627118638,False,Detroit Pistons,110.3,99.9,2007.0,0.9545454545454539,0.6089743589743586,True
272,Los Angeles Clippers,103.8,104.5,2005,False,0.3862068965517237,0.4322033898305081,False,Golden State Warriors,108.2,106.7,2007.0,0.7954545454545453,0.17307692307692313,False
273,Los Angeles Lakers,106.4,109.6,2005,False,0.5655172413793106,0.0,False,Houston Rockets,102.0,102.0,2007.0,0.32575757575757547,0.47435897435897445,False
274,Memphis Grizzlies,104.2,101.5,2005,False,0.4137931034482758,0.6864406779661014,False,Indiana Pacers,104.5,103.7,2007.0,0.5151515151515148,0.3653846153846154,False
275,Miami Heat,108.9,102.2,2005,False,0.7379310344827588,0.627118644067796,True,Los Angeles Clippers,98.0,102.9,2007.0,0.022727272727272506,0.4166666666666664,False
276,Milwaukee Bucks,105.1,108.1,2005,False,0.4758620689655166,0.1271186440677966,False,Los Angeles Lakers,108.2,102.9,2007.0,0.7954545454545453,0.4166666666666664,False
277,Minnesota Timberwolves,106.6,105.0,2005,False,0.5793103448275856,0.3898305084745759,False,Memphis Grizzlies,105.0,108.4,2007.0,0.5530303030303027,0.0641025641025641,False
278,New Jersey Nets,99.9,101.6,2005,False,0.117241379310345,0.6779661016949154,False,Miami Heat,101.2,105.9,2007.0,0.2651515151515151,0.22435897435897423,False
279,New Orleans Hornets,98.2,105.9,2005,False,0.0,0.3135593220338974,False,Milwaukee Bucks,103.3,108.3,2007.0,0.4242424242424237,0.07051282051282104,False
280,New York Knicks,104.5,107.2,2005,False,0.4344827586206894,0.2033898305084739,False,Minnesota Timberwolves,99.8,108.7,2007.0,0.15909090909090862,0.044871794871795045,False
281,Orlando Magic,103.4,105.7,2005,False,0.3586206896551726,0.3305084745762705,False,New Jersey Nets,98.8,104.1,2007.0,0.08333333333333288,0.3397435897435903,False
282,Philadelphia 76ers,101.8,102.5,2005,False,0.2482758620689651,0.601694915254237,False,New Orleans Hornets,104.0,101.3,2007.0,0.47727272727272696,0.5192307692307695,False
283,Phoenix Suns,112.7,105.7,2005,False,1.0,0.3305084745762705,False,New York Knicks,101.0,109.4,2007.0,0.24999999999999972,0.0,False
284,Portland Trail Blazers,101.9,106.1,2005,False,0.2551724137931036,0.2966101694915255,False,Orlando Magic,106.0,102.9,2007.0,0.6287878787878785,0.4166666666666664,False
285,Sacramento Kings,108.8,106.5,2005,False,0.7310344827586203,0.2627118644067793,False,Philadelphia 76ers,101.3,103.0,2007.0,0.27272727272727226,0.41025641025641035,False
286,San Antonio Spurs,106.1,97.8,2005,True,0.544827586206896,1.0,True,Phoenix Suns,110.3,105.7,2007.0,0.9545454545454539,0.23717948717948723,False
287,Seattle SuperSonics,110.3,108.0,2005,False,0.8344827586206892,0.1355932203389825,False,Portland Trail Blazers,105.3,106.1,2007.0,0.5757575757575752,0.21153846153846212,False
288,Toronto Raptors,105.4,107.2,2005,False,0.4965517241379312,0.2033898305084739,False,Sacramento Kings,104.3,106.6,2007.0,0.49999999999999944,0.17948717948718007,False
289,Utah Jazz,102.9,107.3,2005,False,0.3241379310344829,0.1949152542372879,False,San Antonio Spurs,109.2,101.9,2007.0,0.871212121212121,0.4807692307692305,False
290,Washington Wizards,105.4,105.9,2005,False,0.4965517241379312,0.3135593220338974,False,Seattle SuperSonics,99.0,105.6,2007.0,0.09848484848484824,0.24358974358974417,False
291,Atlanta Hawks,104.8,110.1,2006,False,0.4857142857142851,0.1857142857142862,False,Toronto Raptors,107.2,104.8,2007.0,0.7196969696969695,0.29487179487179527,False
292,Boston Celtics,104.0,105.6,2006,False,0.4095238095238092,0.5071428571428578,False,Utah Jazz,109.4,104.3,2007.0,0.8863636363636364,0.3269230769230773,False
293,Charlotte Bobcats,101.2,105.6,2006,False,0.1428571428571428,0.5071428571428578,False,Washington Wizards,106.5,105.2,2007.0,0.6666666666666663,0.2692307692307693,False
294,Chicago Bulls,103.3,102.7,2006,False,0.3428571428571423,0.7142857142857143,False,Atlanta Hawks,107.6,104.7,2008.0,0.6405228758169934,0.5307692307692301,False
295,Cleveland Cavaliers,106.6,104.4,2006,False,0.6571428571428564,0.5928571428571426,False,Boston Celtics,109.5,98.6,2008.0,0.7647058823529415,1.0,True
296,Dallas Mavericks,109.9,103.2,2006,False,0.9714285714285718,0.6785714285714286,True,Charlotte Bobcats,102.1,104.2,2008.0,0.2810457516339868,0.5692307692307685,False
297,Denver Nuggets,104.4,104.1,2006,False,0.4476190476190479,0.6142857142857149,False,Chicago Bulls,103.7,106.6,2008.0,0.3856209150326802,0.3846153846153846,False
298,Detroit Pistons,109.3,101.7,2006,False,0.9142857142857136,0.7857142857142857,True,Cleveland Cavaliers,113.1,98.6,2008.0,1.0,1.0,True
299,Golden State Warriors,103.5,104.9,2006,False,0.3619047619047616,0.5571428571428569,False,Dallas Mavericks,105.9,103.2,2008.0,0.529411764705883,0.6461538461538455,False
300,Houston Rockets,100.4,102.1,2006,False,0.0666666666666669,0.7571428571428578,False,Denver Nuggets,106.6,103.0,2008.0,0.5751633986928104,0.6615384615384611,False
301,Indiana Pacers,103.1,101.0,2006,False,0.323809523809523,0.8357142857142859,False,Detroit Pistons,105.4,105.3,2008.0,0.49673202614379147,0.48461538461538445,False
302,Los Angeles Clippers,103.8,102.2,2006,False,0.3904761904761899,0.75,False,Golden State Warriors,104.5,110.8,2008.0,0.4379084967320264,0.06153846153846132,False
303,Los Angeles Lakers,106.8,104.2,2006,False,0.6761904761904757,0.6071428571428572,True,Houston Rockets,107.1,102.5,2008.0,0.6078431372549019,0.6999999999999995,True
304,Memphis Grizzlies,104.5,100.4,2006,False,0.4571428571428568,0.8785714285714283,False,Indiana Pacers,103.7,105.7,2008.0,0.3856209150326802,0.45384615384615323,False
305,Miami Heat,107.5,103.4,2006,True,0.7428571428571425,0.6642857142857141,True,Los Angeles Clippers,98.4,104.2,2008.0,0.039215686274510365,0.5692307692307685,False
306,Milwaukee Bucks,104.9,105.9,2006,False,0.4952380952380955,0.4857142857142855,False,Los Angeles Lakers,110.7,101.4,2008.0,0.8431372549019613,0.7846153846153837,True
307,Minnesota Timberwolves,101.5,103.5,2006,False,0.1714285714285711,0.6571428571428574,False,Memphis Grizzlies,102.1,107.9,2008.0,0.2810457516339868,0.2846153846153837,False
308,New Jersey Nets,102.4,100.9,2006,False,0.2571428571428574,0.8428571428571426,False,Miami Heat,105.6,105.5,2008.0,0.5098039215686273,0.4692307692307688,False
309,New Orleans/Oklahoma City Hornets,102.3,105.1,2006,False,0.247619047619047,0.5428571428571435,False,Milwaukee Bucks,102.6,102.0,2008.0,0.3137254901960783,0.7384615384615381,False
310,New York Knicks,102.7,109.3,2006,False,0.2857142857142857,0.2428571428571432,False,Minnesota Timberwolves,101.1,109.1,2008.0,0.21568627450980377,0.1923076923076923,False
311,Orlando Magic,105.3,106.6,2006,False,0.5333333333333328,0.4357142857142863,False,New Jersey Nets,108.1,110.5,2008.0,0.6732026143790849,0.0846153846153842,False
312,Philadelphia 76ers,104.7,106.5,2006,False,0.4761904761904761,0.442857142857143,False,New Orleans Hornets,107.6,104.0,2008.0,0.6405228758169934,0.5846153846153842,False
313,Phoenix Suns,110.2,104.7,2006,False,1.0,0.5714285714285714,True,New York Knicks,104.6,108.0,2008.0,0.44444444444444436,0.2769230769230765,False
314,Portland Trail Blazers,99.7,110.3,2006,False,0.0,0.1714285714285718,False,Oklahoma City Thunder,97.8,107.4,2008.0,0.0,0.32307692307692215,False
315,Sacramento Kings,105.3,103.5,2006,False,0.5333333333333328,0.6571428571428574,False,Orlando Magic,107.1,99.8,2008.0,0.6078431372549019,0.9076923076923075,True
316,San Antonio Spurs,106.2,98.7,2006,False,0.6190476190476191,1.0,True,Philadelphia 76ers,100.9,102.2,2008.0,0.2026143790849679,0.7230769230769224,False
317,Seattle SuperSonics,109.4,112.7,2006,False,0.923809523809524,0.0,False,Phoenix Suns,109.4,109.0,2008.0,0.7581699346405236,0.1999999999999995,False
318,Toronto Raptors,107.9,111.2,2006,False,0.7809523809523812,0.1071428571428571,False,Portland Trail Blazers,112.4,107.2,2008.0,0.9542483660130726,0.3384615384615378,False
319,Utah Jazz,102.4,105.1,2006,False,0.2571428571428574,0.5428571428571435,False,Sacramento Kings,102.0,111.6,2008.0,0.2745098039215689,0.0,False
320,Washington Wizards,107.7,105.8,2006,False,0.7619047619047619,0.4928571428571432,False,San Antonio Spurs,106.6,103.0,2008.0,0.5751633986928104,0.6615384615384611,False
321,Atlanta Hawks,102.0,107.0,2007,False,0.0090909090909085,0.3223140495867771,False,Toronto Raptors,103.0,106.8,2008.0,0.33986928104575187,0.36923076923076903,False
322,Boston Celtics,102.3,105.8,2007,False,0.0363636363636355,0.4214876033057855,False,Utah Jazz,105.3,102.5,2008.0,0.49019607843137264,0.6999999999999995,False
